name,slug, deaths/1,000 live births,date_of_information,ranking,region
"Belgium","belgium","3","2025",205,"Europe"
"Germany","germany","3","2025",206,"Europe"
"Italy","italy","3","2025",207,"Europe"
"Anguilla","anguilla","2.9","2025",208,"Central America and the Caribbean"
"Israel","israel","2.6","2025",209,"Middle East"
"Lithuania","lithuania","2.5","2025",210,"Europe"
"Czechia","czechia","2.5","2025",211,"Europe"
"Hong Kong","hong-kong","2.4","2025",212,"East and Southeast Asia"
"Portugal","portugal","2.4","2025",213,"Europe"
"Spain","spain","2.4","2025",214,"Europe"
"Latvia","latvia","2.4","2025",215,"Europe"
"Sweden","sweden","2.2","2025",216,"Europe"
"Korea, South","korea-south","2.2","2025",217,"East and Southeast Asia"
"Belarus","belarus","2.1","2025",218,"Europe"
"Bermuda","bermuda","2.1","2025",219,"North America"
"Estonia","estonia","2","2025",220,"Europe"
"Finland","finland","1.9","2025",221,"Europe"
"Norway","norway","1.8","2025",222,"Europe"
"Japan","japan","1.8","2025",223,"East and Southeast Asia"
"Slovenia","slovenia","1.8","2025",224,"Europe"
"Monaco","monaco","1.7","2025",225,"Europe"
"Iceland","iceland","1.6","2025",226,"Europe"
"Singapore","singapore","1.5","2025",227,"East and Southeast Asia"
